Train_Number,Day,Station_Code,Time,Rounded Off Arrival Time,,Latitude,
15959,DAY 3,NHK,01:46,02:00:00,,27.289403,95.32977500000001
15959,DAY 3,DJG,02:00,02:00:00,,27.367712,95.30695200000001
15959,DAY 3,NTSK,02:35,03:00:00,,27.479748,95.334128
15959,DAY 3,CHB,03:06,03:00:00,,27.481420709000002,95.17205813
15959,DAY 3,DBRG,04:10,04:00:00,,27.463606565899997,94.93525791020001
15960,DAY 1,DBRG,20:00,20:00:00,,27.463606565899997,94.93525791020001
15960,DAY 1,CHB,20:31,21:00:00,,27.481420709000002,95.17205813
15960,DAY 1,NTSK,20:45,21:00:00,,27.479748,95.334128
15960,DAY 1,DJG,21:17,21:00:00,,27.367712,95.30695200000001
15960,DAY 1,NHK,21:31,22:00:00,,27.289403,95.32977500000001
15960,DAY 1,NAM,21:45,22:00:00,,27.19627,95.313642
15960,DAY 1,BOJ,22:13,22:00:00,,27.0635982,95.03240600000001
15960,DAY 1,SLGR,22:45,23:00:00,,26.917281,94.756816
15960,DAY 1,AGI,23:10,23:00:00,,26.812601,94.524011
15960,DAY 2,MXN,00:15,00:00:00,,26.652434999999997,94.30820299999999
15960,DAY 2,FKG,02:01,02:00:00,,26.465652000000002,94.00269200000001
15960,DAY 2,BXP,02:28,02:00:00,,26.274562,93.899672
15960,DAY 2,SZR,02:41,03:00:00,,26.195595,93.862021
15960,DAY 2,DMV,03:22,03:00:00,,25.905701999999998,93.72781599999999
15960,DAY 2,DPU,04:08,04:00:00,,25.83725,93.438384
15960,DAY 2,LMG,04:50,05:00:00,,25.750035999999998,93.17660000000001
15960,DAY 2,LKA,05:37,06:00:00,,25.914426,92.958001
15960,DAY 2,HJI,05:53,06:00:00,,26.001794,92.851752
15960,DAY 2,KWM,06:15,06:00:00,,26.16060113,92.65778727
15960,DAY 2,CPK,06:27,06:00:00,,26.202272,92.511718
15960,DAY 2,GHY,08:15,08:00:00,,26.182635,91.751851
15960,DAY 2,KYQ,08:45,09:00:00,,26.156154,91.689505
15960,DAY 2,RNY,09:35,10:00:00,,26.447900999999998,91.605929
15960,DAY 2,NLV,10:00,10:00:00,,26.450629,91.440291
15960,DAY 2,TIHU,10:13,10:00:00,,26.471321,91.267699
15960,DAY 2,PBL,10:23,10:00:00,,26.497475,91.176255
15960,DAY 2,SPQ,10:35,11:00:00,,26.49968885,91.07605934
15960,DAY 2,BPRD,10:40,11:00:00,,26.5028473,90.9639649
15960,DAY 2,SBE,10:55,11:00:00,,26.494286000000002,90.88828099999999
15960,DAY 2,BJF,11:10,11:00:00,,26.497967,90.70782700000001
15960,DAY 2,BNGN,11:30,12:00:00,,26.478293,90.560548
15960,DAY 2,NBQ,12:15,12:00:00,,26.47583544,90.53684346440001
15960,DAY 2,KOJ,12:58,13:00:00,,26.405057,90.274125
15960,DAY 2,FKM,13:10,13:00:00,,26.365237,90.186189
15960,DAY 2,GOGH,13:33,14:00:00,,26.42910716,89.9715892
15960,DAY 2,KAMG,13:53,14:00:00,,26.484168,89.721829
15960,DAY 2,NOQ,14:15,14:00:00,,26.48572,89.541398
15960,DAY 2,NCB,14:40,15:00:00,,26.353158999999998,89.469766
15960,DAY 2,FLK,15:18,15:00:00,,26.53839646,89.19227488279999
15960,DAY 2,DQG,15:45,16:00:00,,26.573532,88.994973
15960,DAY 2,NMX,16:03,16:00:00,,26.578607,88.822868
15960,DAY 2,JPE,16:20,16:00:00,,26.559016999999997,88.70945300000001
15960,DAY 2,NJP,17:15,17:00:00,,26.683025,88.443391
15960,DAY 2,AUB,18:07,18:00:00,,26.269681,88.18561000000001
15960,DAY 2,KNE,18:40,19:00:00,,26.097746,87.949657
15960,DAY 2,BOE,19:30,20:00:00,,25.651242200000002,87.9229421
15960,DAY 2,HCR,20:18,20:00:00,,25.403999000000002,87.867051
15960,DAY 2,SM,20:40,21:00:00,,25.276197,88.00975700000001
15960,DAY 2,MLDT,21:50,22:00:00,,25.015659,88.130338
15960,DAY 2,NFK,22:32,23:00:00,,24.794558,87.915236
15960,DAY 2,DGLE,22:56,23:00:00,,24.672086,87.937644
15960,DAY 2,NILE,23:08,23:00:00,,24.625338,88.00764
15960,DAY 2,JRLE,23:27,23:00:00,,24.459515,88.04076
15960,DAY 3,AZ,00:15,00:00:00,,24.219053,88.256764
15960,DAY 3,KGLE,00:33,01:00:00,,24.106842,88.22648099999999
15960,DAY 3,SALE,01:01,01:00:00,,23.774579,88.111097
15960,DAY 3,KWAE,01:23,01:00:00,,23.640315,88.124085
15960,DAY 3,NDAE,01:56,02:00:00,,23.396593,88.356472
15960,DAY 3,ABKA,02:18,02:00:00,,23.211377,88.353984
15960,DAY 3,BDC,03:05,03:00:00,,22.9236565,88.3793623
15960,DAY 3,HWH,04:40,05:00:00,,22.584077999999998,88.34099900000001
12201,DAY 1,LTT,16:45,17:00:00,,19.070320000000002,72.89173899999999
12201,DAY 1,TNA,17:02,17:00:00,,19.185757000000002,72.97541700000001
12201,DAY 1,PNVL,17:40,18:00:00,,18.990918999999998,73.121756
12201,DAY 1,RN,22:30,23:00:00,,17.002793,73.356938
12201,DAY 2,MAO,03:00,03:00:00,,15.267911000000002,73.97072399999999
12201,DAY 2,KAWR,04:00,04:00:00,,14.821387,74.183139
12201,DAY 2,ANKL,04:22,04:00:00,,14.645347,74.332936
12201,DAY 2,BYNR,05:38,06:00:00,,13.87259,74.63279
12201,DAY 2,UD,06:30,07:00:00,,13.336341000000001,74.771733
12201,DAY 2,MAJN,08:05,08:00:00,,12.866193,74.88006
12201,DAY 2,KGQ,08:49,09:00:00,,12.491175,74.987652
12201,DAY 2,CAN,09:57,10:00:00,,11.870694199999999,75.3683267
12201,DAY 2,CLT,11:17,11:00:00,,11.246234,75.780407
12201,DAY 2,TIR,11:59,12:00:00,,10.917757,75.92186500000001
12201,DAY 2,SRR,13:00,13:00:00,,10.758854999999999,76.27219600000001
12201,DAY 2,TCR,13:40,14:00:00,,10.514790000000001,76.207919
12201,DAY 2,ERN,14:55,15:00:00,,9.991582000000001,76.2861
12201,DAY 2,KTYM,16:07,16:00:00,,9.594177,76.532168
12201,DAY 2,CGY,16:33,17:00:00,,9.449881,76.54841400000001
12201,DAY 2,TRVL,16:43,17:00:00,,9.392148,76.580267
12201,DAY 2,CNGR,16:54,17:00:00,,9.319504,76.608271
12201,DAY 2,KYJ,17:08,17:00:00,,9.182586,76.512933
12201,DAY 2,QLN,18:12,18:00:00,,8.886586000000001,76.59675299999999
12201,DAY 2,TVCN,20:25,20:00:00,,Not Found,Not Found
12202,DAY 1,TVCN,09:10,09:00:00,,Not Found,Not Found
12202,DAY 1,QLN,10:05,10:00:00,,8.886586000000001,76.59675299999999
12202,DAY 1,KYJ,10:42,11:00:00,,9.182586,76.512933
12202,DAY 1,CNGR,11:05,11:00:00,,9.319504,76.608271
12202,DAY 1,TRVL,11:16,11:00:00,,9.392148,76.580267
12202,DAY 1,CGY,11:26,11:00:00,,9.449881,76.54841400000001
12202,DAY 1,KTYM,11:45,12:00:00,,9.594177,76.532168
12202,DAY 1,ERN,12:50,13:00:00,,9.991582000000001,76.2861
12202,DAY 1,TCR,14:09,14:00:00,,10.514790000000001,76.207919
12202,DAY 1,SRR,15:05,15:00:00,,10.758854999999999,76.27219600000001
12202,DAY 1,TIR,15:49,16:00:00,,10.917757,75.92186500000001
12202,DAY 1,CLT,16:27,16:00:00,,11.246234,75.780407
12202,DAY 1,CAN,17:52,18:00:00,,11.870694199999999,75.3683267
12202,DAY 1,KGQ,19:04,19:00:00,,12.491175,74.987652
12202,DAY 1,MAJN,20:05,20:00:00,,12.866193,74.88006
12202,DAY 1,UD,21:38,22:00:00,,13.336341000000001,74.771733
12202,DAY 1,BYNR,22:20,22:00:00,,13.87259,74.63279
12202,DAY 1,ANKL,23:26,23:00:00,,14.645347,74.332936
12202,DAY 1,KAWR,23:43,00:00:00,,14.821387,74.183139
12202,DAY 2,MAO,01:05,01:00:00,,15.267911000000002,73.97072399999999
12202,DAY 2,RN,04:50,05:00:00,,17.002793,73.356938
12202,DAY 2,PNVL,09:42,10:00:00,,18.990918999999998,73.121756
12202,DAY 2,TNA,10:58,11:00:00,,19.185757000000002,72.97541700000001
12202,DAY 2,LTT,11:45,12:00:00,,19.070320000000002,72.89173899999999
